Bubble;10;0.000000
Selection;10;0.000000
Heap;10;0.000000
Box;10;0.000000
Bubble;10;0.000000
Selection;10;0.000000
Heap;10;0.000000
Box;10;0.000000
Bubble;10;0.000000
Selection;10;0.000000
Heap;10;0.000000
Box;10;0.000000
Bubble;10;0.000000
Selection;10;0.000000
Heap;10;0.000000
Box;10;0.000000
Bubble;10;0.000000
Selection;10;0.000000
Heap;10;0.000000
Box;10;0.000000
Bubble;20;0.000000
Selection;20;0.000000
Heap;20;0.000000
Box;20;0.000000
Bubble;20;0.000000
Selection;20;0.000000
Heap;20;0.000000
Box;20;0.000000
Bubble;20;0.000000
Selection;20;0.000000
Heap;20;0.000000
Box;20;0.000000
Bubble;20;0.000000
Selection;20;0.000000
Heap;20;0.000000
Box;20;0.000000
Bubble;20;0.000000
Selection;20;0.000000
Heap;20;0.000000
Box;20;0.000000
Bubble;30;0.000000
Selection;30;0.000000
Heap;30;0.000000
Box;30;0.000000
Bubble;30;0.000000
Selection;30;0.000000
Heap;30;0.000000
Box;30;0.000000
Bubble;30;0.000000
Selection;30;0.000000
Heap;30;0.000000
Box;30;0.000000
Bubble;30;0.000000
Selection;30;0.000000
Heap;30;0.000000
Box;30;0.000000
Bubble;30;0.000000
Selection;30;0.000000
Heap;30;0.000000
Box;30;0.000000
Bubble;40;0.000000
Selection;40;0.000000
Heap;40;0.000000
Box;40;0.000000
Bubble;40;0.000000
Selection;40;0.000000
Heap;40;0.000000
Box;40;0.000000
Bubble;40;0.000000
Selection;40;0.000000
Heap;40;0.000000
Box;40;0.000000
Bubble;40;0.000000
Selection;40;0.000000
Heap;40;0.000000
Box;40;0.000000
Bubble;40;0.000000
Selection;40;0.000000
Heap;40;0.000000
Box;40;0.000000
Bubble;50;0.000000
Selection;50;0.000000
Heap;50;0.000000
Box;50;0.000000
Bubble;50;0.000000
Selection;50;0.000000
Heap;50;0.000000
Box;50;0.000000
Bubble;50;0.000000
Selection;50;0.000000
Heap;50;0.000000
Box;50;0.000000
Bubble;50;0.000000
Selection;50;0.000000
Heap;50;0.000000
Box;50;0.000000
Bubble;50;0.000000
Selection;50;0.000000
Heap;50;0.000000
Box;50;0.000000
Bubble;60;0.000000
Selection;60;0.000000
Heap;60;0.000000
Box;60;0.000000
Bubble;60;0.000000
Selection;60;0.000000
Heap;60;0.000000
Box;60;0.000000
Bubble;60;0.000000
Selection;60;0.000000
Heap;60;0.000000
Box;60;0.000000
Bubble;60;0.000000
Selection;60;0.000000
Heap;60;0.000000
Box;60;0.000000
Bubble;60;0.000000
Selection;60;0.000000
Heap;60;0.000000
Box;60;0.000000
Bubble;70;0.000000
Selection;70;0.000000
Heap;70;0.000000
Box;70;0.000000
Bubble;70;0.000000
Selection;70;0.000000
Heap;70;0.000000
Box;70;0.000000
Bubble;70;0.000000
Selection;70;0.000000
Heap;70;0.000000
Box;70;0.000000
Bubble;70;0.000000
Selection;70;0.000000
Heap;70;0.000000
Box;70;0.000000
Bubble;70;0.000000
Selection;70;0.000000
Heap;70;0.000000
Box;70;0.000000
Bubble;80;0.000000
Selection;80;0.000000
Heap;80;0.000000
Box;80;0.000000
Bubble;80;0.000000
Selection;80;0.000000
Heap;80;0.000000
Box;80;0.000000
Bubble;80;0.000000
Selection;80;0.000000
Heap;80;0.000000
Box;80;0.000000
Bubble;80;0.000000
Selection;80;0.000000
Heap;80;0.000000
Box;80;0.000000
Bubble;80;0.000000
Selection;80;0.000000
Heap;80;0.000000
Box;80;0.000000
Bubble;90;0.000000
Selection;90;0.000000
Heap;90;0.000000
Box;90;0.000000
Bubble;90;0.000000
Selection;90;0.000000
Heap;90;0.000000
Box;90;0.000000
Bubble;90;0.000000
Selection;90;0.000000
Heap;90;0.000000
Box;90;0.000000
Bubble;90;0.000000
Selection;90;0.000000
Heap;90;0.000000
Box;90;0.000000
Bubble;90;0.000000
Selection;90;0.000000
Heap;90;0.000000
Box;90;0.000000
Bubble;100;0.000000
Selection;100;0.000000
Heap;100;0.000000
Box;100;0.000000
Bubble;100;0.000000
Selection;100;0.000000
Heap;100;0.000000
Box;100;0.000000
Bubble;100;0.000000
Selection;100;0.000000
Heap;100;0.000000
Box;100;0.000000
Bubble;100;0.000000
Selection;100;0.000000
Heap;100;0.000000
Box;100;0.000000
Bubble;100;0.000000
Selection;100;0.000000
Heap;100;0.000000
Box;100;0.000000
